backend,task,score,status,grade_mode,correct
evoscientist,da-3-4,1.0000,ok,deepseek,True
evoscientist,da-3-5,0.6600,ok,deepseek,False
evoscientist,da-4-1,0.5200,ok,deepseek,False
evoscientist,da-4-6,0.5800,ok,deepseek,False
evoscientist,da-4-7,0.5100,ok,deepseek,False
evoscientist,da-5-1,0.8800,ok,deepseek,True
evoscientist,da-5-3,0.8200,ok,deepseek,True
evoscientist,da-6-2,0.2500,ok,deepseek,False
evoscientist,da-6-5,0.6400,ok,deepseek,False
evoscientist,da-8-1,0.9200,ok,deepseek,True
evoscientist,da-8-2,0.3700,ok,deepseek,False
evoscientist,da-8-3,0.5500,ok,deepseek,False
evoscientist,da-9-1,0.5600,ok,deepseek,False
evoscientist,da-9-7,0.5800,ok,deepseek,False
omicos,da-1-3,0.8400,ok,deepseek,True
omicos,da-1-4,0.8000,ok,deepseek,True
omicos,da-10-1,0.7700,ok,deepseek,True
omicos,da-10-3,0.8900,ok,deepseek,True
omicos,da-11-1,0.7300,ok,deepseek,True
omicos,da-12-2,0.6500,ok,deepseek,False
omicos,da-12-4,0.8600,ok,deepseek,True
omicos,da-13-1,1.0000,ok,deepseek,True
omicos,da-13-3,1.0000,ok,deepseek,True
omicos,da-13-5,0.6000,ok,deepseek,False
omicos,da-13-6,0.9000,ok,deepseek,True
omicos,da-14-1,1.0000,ok,deepseek,True
omicos,da-14-3,1.0000,ok,deepseek,True
omicos,da-14-8,1.0000,ok,deepseek,True
omicos,da-15-1,1.0000,ok,deepseek,True
omicos,da-15-2,0.5600,ok,deepseek,False
omicos,da-15-7,0.9000,ok,deepseek,True
omicos,da-15-8,0.6300,ok,deepseek,False
omicos,da-16-1,1.0000,ok,deepseek,True
omicos,da-17-1,0.7800,ok,deepseek,True
omicos,da-17-3,0.9200,ok,deepseek,True
omicos,da-17-5,0.9000,ok,deepseek,True
omicos,da-18-1,0.8200,ok,deepseek,True
omicos,da-18-5,0.8200,ok,deepseek,True
omicos,da-18-7,0.6700,ok,deepseek,False
omicos,da-19-1,0.6200,ok,deepseek,False
omicos,da-19-3,0.8500,ok,deepseek,True
omicos,da-19-4,0.6500,ok,deepseek,False
omicos,da-19-6,0.7900,ok,deepseek,True
omicos,da-20-1,0.4600,ok,deepseek,False
omicos,da-20-3,0.8800,ok,deepseek,True
omicos,da-20-4,0.2800,ok,deepseek,False
omicos,da-24-3,0.7500,ok,deepseek,True
omicos,da-25-1,0.7200,ok,deepseek,True
omicos,da-26-2,0.8700,ok,deepseek,True
omicos,da-26-4,0.5300,ok,deepseek,False
omicos,da-3-4,0.8900,ok,deepseek,True
omicos,da-3-5,0.8700,ok,deepseek,True
omicos,da-4-1,0.8600,ok,deepseek,True
omicos,da-4-6,0.8200,ok,deepseek,True
omicos,da-4-7,0.5100,ok,deepseek,False
omicos,da-5-1,0.7700,ok,deepseek,True
omicos,da-5-3,0.7000,ok,deepseek,True
omicos,da-6-2,0.3500,ok,deepseek,False
omicos,da-6-5,0.7000,ok,deepseek,True
omicos,da-8-1,0.9100,ok,deepseek,True
omicos,da-8-2,0.7200,ok,deepseek,True
omicos,da-8-3,0.6400,ok,deepseek,False
omicos,da-9-1,0.6900,ok,deepseek,False
omicos,da-9-7,0.7600,ok,deepseek,True
openscience_ai4s,da-1-3,0.0000,ok,deepseek,False
openscience_ai4s,da-1-4,0.7900,ok,deepseek,True
openscience_ai4s,da-10-1,0.4000,ok,deepseek,False
openscience_ai4s,da-10-3,1.0000,ok,deepseek,True
openscience_ai4s,da-11-1,0.5400,ok,deepseek,False
openscience_ai4s,da-12-2,0.5500,ok,deepseek,False
openscience_ai4s,da-12-4,0.8600,ok,deepseek,True
openscience_ai4s,da-13-1,1.0000,ok,deepseek,True
openscience_ai4s,da-13-3,1.0000,ok,deepseek,True
openscience_ai4s,da-13-5,0.6000,ok,deepseek,False
openscience_ai4s,da-13-6,0.5000,ok,deepseek,False
openscience_ai4s,da-14-1,0.9000,ok,deepseek,True
openscience_ai4s,da-14-3,0.7100,ok,deepseek,True
openscience_ai4s,da-14-8,0.6800,ok,deepseek,False
openscience_ai4s,da-15-1,1.0000,ok,deepseek,True
openscience_ai4s,da-15-2,0.3900,ok,deepseek,False
openscience_ai4s,da-15-7,0.7700,ok,deepseek,True
openscience_ai4s,da-15-8,0.7000,ok,deepseek,True
openscience_ai4s,da-16-1,0.8200,ok,deepseek,True
openscience_ai4s,da-17-1,0.7800,ok,deepseek,True
openscience_ai4s,da-17-3,0.7300,ok,deepseek,True
openscience_ai4s,da-17-5,0.9000,ok,deepseek,True
openscience_ai4s,da-18-1,0.8000,ok,deepseek,True
openscience_ai4s,da-18-5,0.4400,ok,deepseek,False
openscience_ai4s,da-18-7,0.6700,ok,deepseek,False
openscience_ai4s,da-19-1,0.5800,ok,deepseek,False
openscience_ai4s,da-19-3,0.6200,ok,deepseek,False
openscience_ai4s,da-19-4,0.3000,ok,deepseek,False
openscience_ai4s,da-19-6,0.4200,ok,deepseek,False
openscience_ai4s,da-20-1,0.4100,ok,deepseek,False
openscience_ai4s,da-20-3,0.8100,ok,deepseek,True
openscience_ai4s,da-20-4,0.0500,ok,deepseek,False
openscience_ai4s,da-24-3,0.2000,ok,deepseek,False
openscience_ai4s,da-25-1,0.3600,ok,deepseek,False
openscience_ai4s,da-26-2,0.3500,ok,deepseek,False
openscience_ai4s,da-26-4,0.0000,no_output,no_output,False
openscience_ai4s,da-3-4,1.0000,ok,deepseek,True
openscience_ai4s,da-3-5,0.7200,ok,deepseek,True
openscience_ai4s,da-4-1,0.5200,ok,deepseek,False
openscience_ai4s,da-4-6,0.5800,ok,deepseek,False
openscience_ai4s,da-4-7,0.8300,ok,deepseek,True
openscience_ai4s,da-5-1,0.7700,ok,deepseek,True
openscience_ai4s,da-5-3,0.7000,ok,deepseek,True
openscience_ai4s,da-6-2,0.3000,ok,deepseek,False
openscience_ai4s,da-6-5,0.6700,ok,deepseek,False
openscience_ai4s,da-8-1,0.8400,ok,deepseek,True
openscience_ai4s,da-8-2,0.2700,ok,deepseek,False
openscience_ai4s,da-8-3,0.5400,ok,deepseek,False
openscience_ai4s,da-9-1,0.4800,ok,deepseek,False
openscience_ai4s,da-9-7,0.7200,ok,deepseek,True
openscience_synsci,da-1-3,0.8200,ok,deepseek,True
openscience_synsci,da-1-4,0.8600,ok,deepseek,True
openscience_synsci,da-10-1,0.3700,ok,deepseek,False
openscience_synsci,da-10-3,1.0000,ok,deepseek,True
openscience_synsci,da-11-1,0.6800,ok,deepseek,False
openscience_synsci,da-12-2,0.6000,ok,deepseek,False
openscience_synsci,da-12-4,0.5700,ok,deepseek,False
openscience_synsci,da-13-1,1.0000,ok,deepseek,True
openscience_synsci,da-13-3,1.0000,ok,deepseek,True
openscience_synsci,da-13-5,0.2000,ok,deepseek,False
openscience_synsci,da-13-6,0.8000,ok,deepseek,True
openscience_synsci,da-14-1,0.9000,ok,deepseek,True
openscience_synsci,da-14-3,0.7300,ok,deepseek,True
openscience_synsci,da-14-8,0.5800,ok,deepseek,False
openscience_synsci,da-15-1,0.8000,ok,deepseek,True
openscience_synsci,da-15-2,0.2600,ok,deepseek,False
openscience_synsci,da-15-7,0.7700,ok,deepseek,True
openscience_synsci,da-15-8,0.8000,ok,deepseek,True
openscience_synsci,da-16-1,0.7700,ok,deepseek,True
openscience_synsci,da-17-1,0.8400,ok,deepseek,True
openscience_synsci,da-17-3,0.7300,ok,deepseek,True
openscience_synsci,da-17-5,0.8000,ok,deepseek,True
openscience_synsci,da-18-1,0.8200,ok,deepseek,True
openscience_synsci,da-18-5,0.4900,ok,deepseek,False
openscience_synsci,da-18-7,0.6500,ok,deepseek,False
openscience_synsci,da-19-1,0.9100,ok,deepseek,True
openscience_synsci,da-19-3,0.5700,ok,deepseek,False
openscience_synsci,da-19-4,0.3000,ok,deepseek,False
openscience_synsci,da-19-6,0.4200,ok,deepseek,False
openscience_synsci,da-20-1,0.5100,ok,deepseek,False
openscience_synsci,da-20-3,0.8100,ok,deepseek,True
openscience_synsci,da-20-4,0.1000,ok,deepseek,False
openscience_synsci,da-24-3,0.2000,ok,deepseek,False
openscience_synsci,da-25-1,0.6200,ok,deepseek,False
openscience_synsci,da-26-2,0.3800,ok,deepseek,False
openscience_synsci,da-26-4,0.7100,ok,deepseek,True
openscience_synsci,da-3-4,1.0000,ok,deepseek,True
openscience_synsci,da-3-5,0.7700,ok,deepseek,True
openscience_synsci,da-4-1,0.5200,ok,deepseek,False
openscience_synsci,da-4-6,0.5800,ok,deepseek,False
openscience_synsci,da-4-7,0.6700,ok,deepseek,False
openscience_synsci,da-5-1,0.3400,ok,deepseek,False
openscience_synsci,da-5-3,0.7400,ok,deepseek,True
openscience_synsci,da-6-2,0.2500,ok,deepseek,False
openscience_synsci,da-6-5,0.0700,ok,deepseek,False
openscience_synsci,da-8-1,0.7200,ok,deepseek,True
openscience_synsci,da-8-2,0.6400,ok,deepseek,False
openscience_synsci,da-8-3,0.6400,ok,deepseek,False
openscience_synsci,da-9-1,0.4900,ok,deepseek,False
openscience_synsci,da-9-7,0.5800,ok,deepseek,False
wisp,da-1-3,0.8100,ok,deepseek,True
wisp,da-1-4,0.9400,ok,deepseek,True
wisp,da-10-1,0.4200,ok,deepseek,False
wisp,da-10-3,1.0000,ok,deepseek,True
wisp,da-11-1,0.5500,ok,deepseek,False
wisp,da-12-2,0.5200,ok,deepseek,False
wisp,da-12-4,0.7300,ok,deepseek,True
wisp,da-13-1,0.9500,ok,deepseek,True
wisp,da-13-3,0.8700,ok,deepseek,True
wisp,da-13-5,0.5000,ok,deepseek,False
wisp,da-13-6,0.5000,ok,deepseek,False
wisp,da-14-1,0.8000,ok,deepseek,True
wisp,da-14-3,1.0000,ok,deepseek,True
wisp,da-14-8,0.6600,ok,deepseek,False
wisp,da-15-1,0.6700,ok,deepseek,False
wisp,da-15-2,0.0000,no_output,no_output,False
wisp,da-15-7,0.7700,ok,deepseek,True
wisp,da-15-8,0.7000,ok,deepseek,True
wisp,da-16-1,0.8500,ok,deepseek,True
wisp,da-17-1,0.7800,ok,deepseek,True
wisp,da-17-3,0.6400,ok,deepseek,False
wisp,da-17-5,0.9000,ok,deepseek,True
wisp,da-18-1,0.0000,no_output,no_output,False
wisp,da-18-5,0.5100,ok,deepseek,False
wisp,da-18-7,0.7500,ok,deepseek,True
wisp,da-19-1,0.8000,ok,deepseek,True
wisp,da-19-3,0.5200,ok,deepseek,False
wisp,da-19-4,0.3000,ok,deepseek,False
wisp,da-19-6,0.6200,ok,deepseek,False
wisp,da-20-1,0.1800,ok,deepseek,False
wisp,da-20-3,0.1300,ok,deepseek,False
wisp,da-20-4,0.0000,ok,deepseek,False
wisp,da-24-3,0.2000,ok,deepseek,False
wisp,da-25-1,0.6300,ok,deepseek,False
wisp,da-26-2,0.3500,ok,deepseek,False
wisp,da-26-4,0.4700,ok,deepseek,False
wisp,da-3-4,1.0000,ok,deepseek,True
wisp,da-3-5,1.0000,ok,deepseek,True
wisp,da-4-1,0.7900,ok,deepseek,True
wisp,da-4-6,0.3800,ok,deepseek,False
wisp,da-4-7,0.6700,ok,deepseek,False
wisp,da-5-1,0.5500,ok,deepseek,False
wisp,da-5-3,0.9500,ok,deepseek,True
wisp,da-6-2,0.0000,no_output,no_output,False
wisp,da-6-5,0.9200,ok,deepseek,True
wisp,da-8-1,0.8600,ok,deepseek,True
wisp,da-8-2,0.4900,ok,deepseek,False
wisp,da-8-3,0.4600,ok,deepseek,False
wisp,da-9-1,0.3600,ok,deepseek,False
wisp,da-9-7,0.8600,ok,deepseek,True
